Player,Season,PP_TOI,PP_G,PP_A1,PP_A2,PP_A,PP_P,PP_P1,PP_G60,PP_A160,PP_A260,PP_A60,PP_P60,PP_P160,PP_iCF,PP_iCF60,PP_iCSh%,PP_iFF,PP_iFF60,PP_iFSh%,PP_iSF,PP_iSF60,PP_iSh%,PP_ixG,PP_ixG60,PP_ixFSh%,PP_iSCF,PP_iSCF60,PP_iHF,PP_iHA,PP_iGVA,PP_iTKA,PP_iBLK,PP_iFOW,PP_iFOL,PP_iFO%,PP_iPENT,PP_iPEND,PP_iPENDIFF,PP_iRB,PP_iRS,PP_Avg.DIST
RICHARD.PANIK,20132014,71.68,0,2,2,4,4,2,0,1.67,1.67,3.35,3.35,1.67,18,15.07,0,13,10.88,0,9,7.53,0,1.01,0.84,7.73,4,3.35,0,1,2,2,0,0,0,0,0,1,1,0,0,28.95
RICHARD.PANIK,20142015,65.36,2,0,0,0,2,2,1.84,0,0,0,1.84,1.84,10,9.18,20,10,9.18,20,7,6.43,28.57,1.19,1.09,11.89,6,5.51,1,1,2,2,1,0,2,0,4,1,-3,1,0,19.42
RICH.PEVERLEY,20112012,156.56,1,2,7,9,10,3,0.38,0.77,2.68,3.45,3.83,1.15,44,16.86,2.27,26,9.96,3.85,14,5.37,7.14,1.62,0.62,6.25,6,2.3,3,3,2,2,0,31,21,59.62,0,0,0,1,0,34.76
RICH.PEVERLEY,20122013,145.2595833,3.416666667,1.708333333,5.125,6.833333333,10.25,5.125,1.41,0.71,2.12,2.82,4.23,2.12,44.41666667,18.35,7.69,39.29166667,16.23,8.7,27.33333333,11.29,12.5,4.475833333,1.85,11.4,15.375,6.35,1.708333333,6.833333333,5.125,0,0,25.625,5.125,83.33,0,1.708333333,1.708333333,1.708333333,0,25.96
RICH.PEVERLEY,20132014,126.09,0,2,1,3,3,2,0,0.95,0.48,1.43,1.43,0.95,39,18.56,0,26,12.37,0,20,9.52,0,1.69,0.8,6.49,4,1.9,1,10,3,1,0,42,35,54.55,1,0,-1,0,1,22.62
RICKARD.RAKELL,20142015,97.07,2,3,3,6,8,5,1.24,1.85,1.85,3.71,4.94,3.09,26,16.07,7.69,20,12.36,10,13,8.04,15.38,1.81,1.12,9.07,5,3.09,3,14,4,0,0,26,25,50.98,0,0,0,1,1,28.95
RICKARD.RAKELL,20152016,159.51,3,2,2,4,7,5,1.13,0.75,0.75,1.5,2.63,1.88,50,18.81,6,36,13.54,8.33,24,9.03,12.5,4.23,1.59,11.76,21,7.9,2,5,3,2,0,10,12,45.45,0,2,2,4,0,21.85
RICK.NASH,20112012,276.16,4,8,3,11,15,12,0.87,1.74,0.65,2.39,3.26,2.61,96,20.86,4.17,63,13.69,6.35,51,11.08,7.84,5.2,1.13,8.25,17,3.69,4,11,9,3,0,1,4,20,6,1,-5,3,0,29.8
RICK.NASH,20122013,217.3683333,5.125,3.416666667,3.416666667,6.833333333,11.95833333,8.541666667,1.41,0.94,0.94,1.89,3.3,2.36,92.25,25.46,5.56,66.625,18.39,7.69,56.375,15.56,9.09,6.440416667,1.78,9.65,23.91666667,6.6,0,8.541666667,8.541666667,0,1.708333333,1.708333333,1.708333333,50,3.416666667,3.416666667,0,1.708333333,0,28.33
RICK.NASH,20132014,160.52,3,2,1,3,6,5,1.12,0.75,0.37,1.12,2.24,1.87,61,22.8,4.92,48,17.94,6.25,40,14.95,7.5,4.97,1.86,10.36,22,8.22,0,4,11,3,0,0,0,0,4,0,-4,2,1,27.62
RICK.NASH,20142015,201.28,5,4,2,6,11,9,1.49,1.19,0.6,1.79,3.28,2.68,64,19.08,7.81,53,15.8,9.43,44,13.12,11.36,6.13,1.83,11.57,29,8.64,0,7,9,2,1,0,0,0,1,0,-1,3,1,21.71
RICK.NASH,20152016,126.44,2,1,1,2,4,3,0.95,0.47,0.47,0.95,1.9,1.42,36,17.08,5.56,28,13.29,7.14,24,11.39,8.33,3.43,1.63,12.26,13,6.17,1,3,4,2,0,0,0,0,1,0,-1,1,1,22
RILEY.NASH,20132014,63.93,1,1,1,2,3,2,0.94,0.94,0.94,1.88,2.82,1.88,13,12.2,7.69,12,11.26,8.33,9,8.45,11.11,1.69,1.59,14.08,5,4.69,1,5,3,1,0,17,11,60.71,0,0,0,1,2,28.4
RILEY.NASH,20142015,114.37,1,4,1,5,6,5,0.52,2.1,0.52,2.62,3.15,2.62,29,15.21,3.45,18,9.44,5.56,12,6.3,8.33,1.7,0.89,9.43,9,4.72,5,7,6,4,0,49,44,52.69,0,0,0,1,1,26.16
RILEY.NASH,20152016,64.96,2,2,2,4,6,4,1.85,1.85,1.85,3.69,5.54,3.69,19,17.55,10.53,13,12.01,15.38,11,10.16,18.18,1.06,0.98,8.19,4,3.69,0,0,1,2,0,7,4,63.64,0,1,1,1,0,32.38
RILEY.SHEAHAN,20132014,89.83,2,2,1,3,5,4,1.34,1.34,0.67,2,3.34,2.67,20,13.36,10,17,11.35,11.76,11,7.35,18.18,2.46,1.64,14.44,12,8.02,3,3,1,0,0,44,31,58.67,0,0,0,3,0,16.83
RILEY.SHEAHAN,20142015,187.42,4,5,1,6,10,9,1.28,1.6,0.32,1.92,3.2,2.88,35,11.2,11.43,32,10.24,12.5,22,7.04,18.18,5.54,1.77,17.31,24,7.68,1,11,6,2,0,51,39,56.67,1,0,-1,6,1,17.07
RILEY.SHEAHAN,20152016,106.03,3,0,1,1,4,3,1.7,0,0.57,0.57,2.26,1.7,14,7.92,21.43,14,7.92,21.43,12,6.79,25,2.54,1.44,18.15,13,7.36,3,5,1,0,0,17,22,43.59,0,0,0,1,0,12.39
R.J..UMBERGER,20142015,97.3,2,0,0,0,2,2,1.23,0,0,0,1.23,1.23,14,8.63,14.29,13,8.02,15.38,8,4.93,25,2.03,1.25,15.6,10,6.17,1,6,1,1,0,0,2,0,4,2,-2,1,0,14.45
RJ.UMBERGER,20112012,244.47,5,4,0,4,9,9,1.23,0.98,0,0.98,2.21,2.21,62,15.22,8.06,57,13.99,8.77,43,10.55,11.63,8.63,2.12,15.14,36,8.84,3,13,5,3,2,50,56,47.17,3,1,-2,10,0,14.66
RJ.UMBERGER,20122013,207.2208333,3.416666667,0,5.125,5.125,8.541666667,3.416666667,0.99,0,1.48,1.48,2.47,0.99,41,11.87,8.33,35.875,10.39,9.52,29.04166667,8.41,11.76,3.604583333,1.05,10.06,20.5,5.94,3.416666667,23.91666667,3.416666667,1.708333333,0,20.5,18.79166667,52.17,3.416666667,3.416666667,0,5.125,0,19.14
RJ.UMBERGER,20132014,160.67,8,3,1,4,12,11,2.99,1.12,0.37,1.49,4.48,4.11,37,13.82,21.62,34,12.7,23.53,26,9.71,30.77,4.93,1.84,14.49,20,7.47,4,6,6,0,0,7,4,63.64,4,0,-4,6,0,18.64
ROBBY.FABBRI,20152016,112.51,2,4,2,6,8,6,1.07,2.13,1.07,3.2,4.27,3.2,15,8,13.33,11,5.87,18.18,9,4.8,22.22,0.9,0.48,8.22,5,2.67,5,5,1,1,0,0,2,0,1,0,-1,0,1,28.86
ROMAN.CERVENKA,20122013,115.7225,1.708333333,1.708333333,3.416666667,5.125,6.833333333,3.416666667,0.89,0.89,1.77,2.66,3.54,1.77,15.375,7.97,11.11,11.95833333,6.2,14.29,8.541666667,4.43,20,1.195833333,0.62,10.04,3.416666667,1.77,0,0,0,0,1.708333333,32.45833333,17.08333333,65.52,0,0,0,0,1.708333333,22.71
ROMAN.HAMRLIK,20112012,40.86,0,0,0,0,0,0,0,0,0,0,0,0,9,13.22,0,5,7.34,0,3,4.41,0,0.19,0.28,3.83,0,0,0,0,0,2,1,0,0,0,1,0,-1,0,0,55.3
ROMAN.HORAK,20112012,30.72,0,0,0,0,0,0,0,0,0,0,0,0,5,9.77,0,5,9.77,0,3,5.86,0,0.36,0.69,7.11,1,1.95,1,0,2,2,0,11,11,50,1,0,-1,0,0,29.68
ROMAN.JOSI,20112012,79.01,1,1,2,3,4,2,0.76,0.76,1.52,2.28,3.04,1.52,20,15.19,5,15,11.39,6.67,11,8.35,9.09,0.66,0.5,4.42,0,0,0,2,2,0,0,0,0,0,0,1,1,0,1,43.49
ROMAN.JOSI,20122013,239.3033333,0,5.125,3.416666667,8.541666667,8.541666667,5.125,0,1.28,0.86,2.14,2.14,1.28,63.20833333,15.85,0,46.125,11.56,0,30.75,7.71,0,2.750416667,0.69,5.97,6.833333333,1.71,1.708333333,3.416666667,3.416666667,1.708333333,1.708333333,0,0,0,0,0,0,5.125,0,39.87
ROMAN.JOSI,20132014,224.99,2,5,5,10,12,7,0.53,1.33,1.33,2.67,3.2,1.87,67,17.87,2.99,44,11.73,4.55,35,9.33,5.71,2.3,0.61,5.22,3,0.8,1,6,5,0,4,0,0,0,0,1,1,1,0,46.97
ROMAN.JOSI,20142015,257.16,3,7,2,9,12,10,0.7,1.63,0.47,2.1,2.8,2.33,81,18.9,3.7,45,10.5,6.67,37,8.63,8.11,2.03,0.47,4.51,1,0.23,4,6,3,0,8,0,0,0,2,0,-2,0,0,48.39
ROMAN.JOSI,20152016,253.1,5,14,2,16,21,19,1.19,3.32,0.47,3.79,4.98,4.5,85,20.15,5.88,59,13.99,8.47,46,10.9,10.87,3.92,0.93,6.65,7,1.66,2,2,5,1,4,0,0,0,4,2,-2,7,2,42.11
RON.HAINSEY,20112012,49.44,0,1,0,1,1,1,0,1.21,0,1.21,1.21,1.21,19,23.06,0,14,16.99,0,9,10.92,0,0.65,0.79,4.67,2,2.43,0,1,0,1,1,0,0,0,2,0,-2,1,1,50.2
RON.HAINSEY,20122013,61.46583333,0,0,0,0,0,0,0,0,0,0,0,0,18.79166667,18.34,0,10.25,10.01,0,6.833333333,6.67,0,0.324583333,0.32,3.16,0,0,0,1.708333333,0,1.708333333,0,0,0,0,0,0,0,0,1.708333333,52.64
RON.HAINSEY,20132014,67.63,0,0,0,0,0,0,0,0,0,0,0,0,4,3.55,0,2,1.77,0,2,1.77,0,0.06,0.05,2.84,0,0,0,1,1,0,0,0,0,0,3,0,-3,0,0,62.69
RON.HAINSEY,20142015,39.54,0,1,0,1,1,1,0,1.52,0,1.52,1.52,1.52,3,4.55,0,3,4.55,0,3,4.55,0,0.25,0.38,8.36,1,1.52,1,0,0,0,0,0,0,0,0,0,0,0,0,35.99
RON.HAINSEY,20152016,37.18,0,0,0,0,0,0,0,0,0,0,0,0,5,8.07,0,2,3.23,0,1,1.61,0,0.06,0.1,3.11,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,59.64
RUSLAN.FEDOTENKO,20112012,33.1,1,1,0,1,2,2,1.81,1.81,0,1.81,3.63,3.63,9,16.31,11.11,8,14.5,12.5,4,7.25,25,0.95,1.72,11.84,5,9.06,0,1,1,0,0,0,1,0,0,0,0,0,0,20.36
RYAN.CALLAHAN,20112012,263.29,12,2,1,3,15,14,2.73,0.46,0.23,0.68,3.42,3.19,68,15.5,17.65,61,13.9,19.67,42,9.57,28.57,9.85,2.24,16.14,42,9.57,11,18,5,2,2,3,2,60,4,1,-3,4,1,14.05
RYAN.CALLAHAN,20122013,219.5891667,8.541666667,1.708333333,1.708333333,3.416666667,11.95833333,10.25,2.33,0.47,0.47,0.93,3.27,2.8,42.70833333,11.67,20,39.29166667,10.74,21.74,29.04166667,7.94,29.41,5.193333333,1.42,13.24,23.91666667,6.53,10.25,8.541666667,5.125,0,1.708333333,5.125,5.125,50,1.708333333,0,-1.708333333,1.708333333,0,17.66
RYAN.CALLAHAN,20132014,144.5,5,1,3,4,9,6,2.08,0.42,1.25,1.66,3.74,2.49,38,15.78,13.16,35,14.53,14.29,26,10.8,19.23,5.23,2.17,14.94,29,12.04,5,6,1,0,0,0,0,0,3,1,-2,2,0,15.45
RYAN.CALLAHAN,20142015,221.1,8,4,1,5,13,12,2.17,1.09,0.27,1.36,3.53,3.26,51,13.84,15.69,45,12.21,17.78,29,7.87,27.59,5.84,1.58,12.98,25,6.78,2,5,4,0,0,5,7,41.67,6,0,-6,3,1,18.46
RYAN.CALLAHAN,20152016,168.06,2,1,1,2,4,3,0.71,0.36,0.36,0.71,1.43,1.07,34,12.14,5.88,29,10.35,6.9,17,6.07,11.76,3.61,1.29,12.45,17,6.07,2,10,4,0,0,7,5,58.33,2,1,-1,3,2,22.86
RYANE.CLOWE,20112012,179.73,4,5,6,11,15,9,1.34,1.67,2,3.67,5.01,3,54,18.03,7.41,42,14.02,9.52,34,11.35,11.76,5.51,1.84,13.11,25,8.35,2,6,4,2,0,0,2,0,10,0,-10,8,2,20.38
RYANE.CLOWE,20122013,165.6229167,1.708333333,3.416666667,1.708333333,5.125,6.833333333,5.125,0.62,1.24,0.62,1.86,2.48,1.86,34.16666667,12.38,5,27.33333333,9.9,6.25,15.375,5.57,11.11,2.3575,0.85,8.63,6.833333333,2.48,1.708333333,3.416666667,8.541666667,0,0,1.708333333,3.416666667,33.33,6.833333333,3.416666667,-3.416666667,0,1.708333333,25.27
RYANE.CLOWE,20132014,101.53,3,5,0,5,8,8,1.77,2.95,0,2.95,4.73,4.73,15,8.86,20,14,8.27,21.43,12,7.09,25,1.74,1.03,12.4,8,4.73,3,2,3,0,0,0,0,0,3,0,-3,2,0,23.42
RYANE.CLOWE,20142015,36.96,0,0,0,0,0,0,0,0,0,0,0,0,4,6.49,0,3,4.87,0,2,3.25,0,0.35,0.57,11.74,2,3.25,0,1,1,0,0,0,0,0,0,0,0,0,0,20.3
RYAN.ELLIS,20112012,57.26,2,1,1,2,4,3,2.1,1.05,1.05,2.1,4.19,3.14,22,23.05,9.09,12,12.57,16.67,10,10.48,20,0.79,0.82,6.54,2,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,40.81
RYAN.ELLIS,20122013,116.0983333,3.416666667,0,0,0,3.416666667,3.416666667,1.77,0,0,0,1.77,1.77,27.33333333,14.13,12.5,18.79166667,9.71,18.18,17.08333333,8.83,20,0.7175,0.37,3.83,0,0,0,10.25,1.708333333,1.708333333,5.125,0,0,0,1.708333333,0,-1.708333333,0,0,44.41
RYAN.ELLIS,20132014,148.91,0,3,3,6,6,3,0,1.21,1.21,2.42,2.42,1.21,49,19.74,0,37,14.91,0,28,11.28,0,2.08,0.84,5.63,3,1.21,3,4,4,3,2,0,0,0,0,1,1,1,1,46.57
RYAN.ELLIS,20142015,126.09,2,3,1,4,6,5,0.95,1.43,0.48,1.9,2.86,2.38,54,25.7,3.7,42,19.99,4.76,33,15.7,6.06,2,0.95,4.76,2,0.95,0,6,4,0,2,0,0,0,0,0,0,0,2,48.76
RYAN.ELLIS,20152016,183.03,3,3,1,4,7,6,0.98,0.98,0.33,1.31,2.29,1.97,65,21.31,4.62,47,15.41,6.38,39,12.78,7.69,2.69,0.88,5.73,8,2.62,1,3,2,2,1,0,0,0,0,0,0,1,1,45.9
RYAN.GETZLAF,20112012,282.48,4,9,9,18,22,13,0.85,1.91,1.91,3.82,4.67,2.76,105,22.3,3.81,76,16.14,5.26,48,10.2,8.33,5.15,1.09,6.78,13,2.76,9,5,20,1,1,80,66,54.79,5,2,-3,1,0,36.57
RYAN.GETZLAF,20122013,194.08375,6.833333333,13.66666667,3.416666667,17.08333333,23.91666667,20.5,2.11,4.22,1.06,5.28,7.39,6.34,76.875,23.77,8.89,59.79166667,18.48,11.43,35.875,11.09,19.05,3.980416667,1.23,6.66,10.25,3.17,10.25,8.541666667,6.833333333,1.708333333,1.708333333,59.79166667,54.66666667,52.24,3.416666667,3.416666667,0,3.416666667,0,36.63
RYAN.GETZLAF,20132014,265.33,4,11,5,16,20,15,0.9,2.49,1.13,3.62,4.52,3.39,106,23.97,3.77,73,16.51,5.48,49,11.08,8.16,4.82,1.09,6.6,14,3.17,6,6,25,5,2,48,37,56.47,1,2,1,2,1,34.46
RYAN.GETZLAF,20142015,222.4,3,6,3,9,12,9,0.81,1.62,0.81,2.43,3.24,2.43,71,19.15,4.23,50,13.49,6,41,11.06,7.32,3.92,1.06,7.83,14,3.78,0,19,12,3,0,54,57,48.65,7,0,-7,1,0,29.25
RYAN.GETZLAF,20152016,209.04,3,9,6,15,18,12,0.86,2.58,1.72,4.31,5.17,3.44,65,18.66,4.62,56,16.07,5.36,35,10.05,8.57,4.53,1.3,8.09,15,4.31,7,9,16,5,0,119,94,55.87,5,0,-5,0,0,31.83
RYAN.JOHANSEN,20112012,121.88,3,1,0,1,4,4,1.48,0.49,0,0.49,1.97,1.97,43,21.17,6.98,34,16.74,8.82,25,12.31,12,3.46,1.7,10.18,15,7.38,3,7,2,1,0,11,16,40.74,1,1,0,4,0,21.93
RYAN.JOHANSEN,20122013,157.0983333,0,1.708333333,0,1.708333333,1.708333333,1.708333333,0,0.65,0,0.65,0.65,0.65,39.29166667,15.01,0,32.45833333,12.4,0,23.91666667,9.13,0,3.877916667,1.48,11.95,20.5,7.83,1.708333333,0,3.416666667,1.708333333,0,54.66666667,54.66666667,50,3.416666667,0,-3.416666667,0,3.416666667,13.49
RYAN.JOHANSEN,20132014,209.68,4,7,5,12,16,11,1.14,2,1.43,3.43,4.58,3.15,76,21.75,5.26,62,17.74,6.45,44,12.59,9.09,5.45,1.56,8.78,17,4.86,6,18,10,2,0,94,75,55.62,3,1,-2,5,2,30.67
RYAN.JOHANSEN,20142015,230.25,7,8,8,16,23,15,1.82,2.08,2.08,4.17,5.99,3.91,86,22.41,8.14,61,15.9,11.48,46,11.99,15.22,4.53,1.18,7.42,17,4.43,4,4,12,2,0,124,113,52.32,3,1,-2,4,0,33.98
RYAN.JOHANSEN,20152016,221.5,4,8,8,16,20,12,1.08,2.17,2.17,4.33,5.42,3.25,76,20.59,5.26,60,16.25,6.67,50,13.54,8,4.55,1.23,7.58,14,3.79,2,7,8,0,0,100,73,57.8,4,1,-3,5,0,33.45
RYAN.JONES,20112012,76.18,3,1,2,3,6,4,2.36,0.79,1.58,2.36,4.73,3.15,9,7.09,33.33,8,6.3,37.5,6,4.73,50,1.27,1,15.84,5,3.94,2,3,2,0,0,0,1,0,1,1,0,2,0,16.54
RYAN.JONES,20132014,32.49,0,0,0,0,0,0,0,0,0,0,0,0,2,3.69,0,2,3.69,0,2,3.69,0,0.34,0.63,16.99,2,3.69,3,1,0,0,0,0,0,0,4,1,-3,0,0,9.06
RYAN.KESLER,20112012,239.7,6,2,6,8,14,8,1.5,0.5,1.5,2,3.5,2,91,22.78,6.59,75,18.77,8,55,13.77,10.91,9.71,2.43,12.95,46,11.51,6,12,3,0,1,73,57,56.15,5,5,0,4,2,20.18
RYAN.KESLER,20122013,91.635,3.416666667,0,3.416666667,3.416666667,6.833333333,3.416666667,2.24,0,2.24,2.24,4.47,2.24,58.08333333,38.03,5.88,41,26.85,8.33,18.79166667,12.3,18.18,2.5625,1.67,6.23,6.833333333,4.47,0,6.833333333,1.708333333,1.708333333,0,29.04166667,15.375,65.38,3.416666667,1.708333333,-1.708333333,0,0,36.81
RYAN.KESLER,20132014,263.44,6,2,4,6,12,8,1.37,0.46,0.91,1.37,2.73,1.82,114,25.96,5.26,95,21.64,6.32,75,17.08,8,10.99,2.5,11.57,46,10.48,6,13,4,3,0,103,73,58.52,6,1,-5,7,1,22.03
RYAN.KESLER,20142015,195.44,4,5,1,6,10,9,1.23,1.53,0.31,1.84,3.07,2.76,108,33.16,3.7,79,24.25,5.06,54,16.58,7.41,7.37,2.26,9.32,23,7.06,9,11,4,2,0,122,87,58.37,4,1,-3,7,2,28.61
RYAN.KESLER,20152016,157.22,5,4,3,7,12,9,1.91,1.53,1.14,2.67,4.58,3.43,59,22.52,8.47,44,16.79,11.36,28,10.69,17.86,5.76,2.2,13.08,23,8.78,6,13,5,1,0,100,47,68.03,4,1,-3,7,2,25.2
RYAN.MALONE,20112012,184.21,5,4,5,9,14,9,1.63,1.3,1.63,2.93,4.56,2.93,40,13.03,12.5,40,13.03,12.5,28,9.12,17.86,5.97,1.95,14.93,29,9.45,6,15,2,2,0,6,6,50,4,1,-3,6,1,16.47
RYAN.MALONE,20122013,99.95458333,3.416666667,0,0,0,3.416666667,3.416666667,2.05,0,0,0,2.05,2.05,11.95833333,7.18,28.57,10.25,6.15,33.33,8.541666667,5.13,40,1.913333333,1.15,18.64,5.125,3.08,6.833333333,1.708333333,5.125,3.416666667,0,8.541666667,6.833333333,55.56,3.416666667,3.416666667,0,3.416666667,0,15.11
RYAN.MALONE,20132014,66.02,0,2,1,3,3,2,0,1.82,0.91,2.73,2.73,1.82,19,17.27,0,18,16.36,0,15,13.63,0,2.45,2.23,13.63,11,10,3,2,5,1,1,0,1,0,7,1,-6,1,0,16.69
RYAN.MCDONAGH,20112012,72.64,0,1,1,2,2,1,0,0.83,0.83,1.65,1.65,0.83,10,8.26,0,8,6.61,0,6,4.96,0,0.38,0.31,4.69,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,48.41
RYAN.MCDONAGH,20122013,65.37791667,0,1.708333333,0,1.708333333,1.708333333,1.708333333,0,1.57,0,1.57,1.57,1.57,8.541666667,7.84,0,3.416666667,3.14,0,1.708333333,1.57,0,0.341666667,0.31,9.98,1.708333333,1.57,1.708333333,1.708333333,0,0,0,0,0,0,0,0,0,0,0,31.66
RYAN.MCDONAGH,20132014,216.13,2,3,4,7,9,5,0.56,0.83,1.11,1.94,2.5,1.39,75,20.82,2.67,51,14.16,3.92,39,10.83,5.13,2.77,0.77,5.42,4,1.11,2,6,13,2,5,0,0,0,4,0,-4,0,2,44.83
RYAN.MCDONAGH,20142015,169.18,2,4,5,9,11,6,0.71,1.42,1.77,3.19,3.9,2.13,63,22.34,3.17,48,17.02,4.17,37,13.12,5.41,3.16,1.12,6.59,9,3.19,5,7,5,6,4,0,0,0,1,0,-1,0,1,42.11
RYAN.MCDONAGH,20152016,144.85,2,5,1,6,8,7,0.83,2.07,0.41,2.49,3.31,2.9,53,21.95,3.77,36,14.91,5.56,23,9.53,8.7,1.72,0.71,4.78,2,0.83,3,6,8,0,3,0,0,0,2,0,-2,0,0,49.16
RYAN.MURPHY,20132014,116.79,1,1,1,2,3,2,0.51,0.51,0.51,1.03,1.54,1.03,35,17.98,2.86,21,10.79,4.76,15,7.71,6.67,0.96,0.49,4.57,1,0.51,3,3,5,4,1,0,0,0,2,1,-1,0,0,45.18
RYAN.MURPHY,20142015,79.84,3,2,0,2,5,5,2.25,1.5,0,1.5,3.76,3.76,25,18.79,12,18,13.53,16.67,12,9.02,25,0.99,0.75,5.52,1,0.75,0,3,5,3,0,0,0,0,0,0,0,0,0,49.27
RYAN.MURPHY,20152016,67.65,0,1,0,1,1,1,0,0.89,0,0.89,0.89,0.89,16,14.19,0,12,10.64,0,11,9.76,0,0.68,0.6,5.66,2,1.77,1,4,1,0,1,0,0,0,2,0,-2,0,0,42.23
RYAN.MURRAY,20132014,138.42,3,1,3,4,7,4,1.3,0.43,1.3,1.73,3.03,1.73,36,15.6,8.33,27,11.7,11.11,19,8.24,15.79,1.95,0.85,7.23,4,1.73,0,6,2,1,3,0,0,0,2,0,-2,3,0,42.29
RYAN.MURRAY,20152016,215.82,1,4,6,10,11,5,0.28,1.11,1.67,2.78,3.06,1.39,56,15.57,1.79,38,10.56,2.63,27,7.51,3.7,2.08,0.58,5.48,5,1.39,0,5,5,5,6,0,0,0,3,1,-2,1,1,45.95
RYAN.NUGENT-HOPKINS,20112012,176.29,3,9,9,18,21,12,1.02,3.06,3.06,6.13,7.15,4.08,40,13.61,7.5,30,10.21,10,22,7.49,13.64,2.87,0.98,9.56,5,1.7,1,6,8,2,1,12,11,52.17,3,0,-3,3,1,31.79
RYAN.NUGENT-HOPKINS,20122013,191.9141667,3.416666667,6.833333333,5.125,11.95833333,15.375,10.25,1.07,2.14,1.6,3.74,4.81,3.2,54.66666667,17.09,6.25,34.16666667,10.68,10,22.20833333,6.94,15.38,3.467916667,1.08,10.13,17.08333333,5.34,1.708333333,1.708333333,10.25,1.708333333,0,30.75,23.91666667,56.25,1.708333333,3.416666667,1.708333333,3.416666667,3.416666667,25.37
RYAN.NUGENT-HOPKINS,20132014,226.01,4,8,5,13,17,12,1.06,2.12,1.33,3.45,4.51,3.19,67,17.79,5.97,46,12.21,8.7,37,9.82,10.81,4.75,1.26,10.32,21,5.57,4,3,6,5,1,81,95,46.02,1,0,-1,4,1,30.66
RYAN.NUGENT-HOPKINS,20142015,200.01,2,2,8,10,12,4,0.6,0.6,2.4,3,3.6,1.2,69,20.7,2.9,41,12.3,4.88,27,8.1,7.41,3.61,1.08,8.81,13,3.9,7,6,7,1,1,95,85,52.78,1,0,-1,1,0,29.97
RYAN.NUGENT-HOPKINS,20152016,144.82,4,5,2,7,11,9,1.66,2.07,0.83,2.9,4.56,3.73,40,16.57,10,25,10.36,16,21,8.7,19.05,3.18,1.32,12.71,11,4.56,3,3,3,1,0,49,40,55.06,1,0,-1,2,1,28.32
RYAN.O'REILLY,20112012,191.07,4,4,7,11,15,8,1.26,1.26,2.2,3.45,4.71,2.51,31,9.73,12.9,24,7.54,16.67,21,6.59,19.05,2.56,0.8,10.68,7,2.2,2,4,3,3,0,62,46,57.41,0,0,0,3,1,29.02
RYAN.O'REILLY,20122013,117.67,3.416666667,5.125,0,5.125,8.541666667,8.541666667,1.74,2.61,0,2.61,4.36,4.36,39.29166667,20.03,8.7,29.04166667,14.81,11.76,22.20833333,11.32,15.38,1.725416667,0.88,5.95,1.708333333,0.87,0,1.708333333,5.125,6.833333333,3.416666667,18.79166667,25.625,42.31,1.708333333,1.708333333,0,1.708333333,0,48.17
RYAN.O'REILLY,20132014,204.19,6,6,7,13,19,12,1.76,1.76,2.06,3.82,5.58,3.53,56,16.46,10.71,49,14.4,12.24,44,12.93,13.64,5.99,1.76,12.23,27,7.93,1,8,7,2,1,47,46,50.54,0,1,1,3,2,21.6
RYAN.O'REILLY,20142015,206.67,2,4,4,8,10,6,0.58,1.16,1.16,2.32,2.9,1.74,42,12.19,4.76,34,9.87,5.88,21,6.1,9.52,4.33,1.26,12.72,18,5.23,3,3,2,4,2,101,86,54.01,0,0,0,4,1,20.23
RYAN.O'REILLY,20152016,215.93,8,7,6,13,21,15,2.22,1.95,1.67,3.61,5.84,4.17,60,16.67,13.33,51,14.17,15.69,39,10.84,20.51,4.35,1.21,8.54,14,3.89,1,5,3,1,0,160,109,59.48,0,2,2,2,0,30.1
RYAN.SHANNON,20112012,45.5,1,1,1,2,3,2,1.32,1.32,1.32,2.64,3.96,2.64,8,10.55,12.5,7,9.23,14.29,6,7.91,16.67,0.62,0.82,8.83,3,3.96,2,0,1,1,0,3,3,50,1,0,-1,0,0,28.2
RYAN.SMYTH,20112012,204.63,4,2,2,4,8,6,1.17,0.59,0.59,1.17,2.35,1.76,34,9.97,11.76,31,9.09,12.9,19,5.57,21.05,4.5,1.32,14.53,20,5.86,1,4,7,2,0,27,17,61.36,4,1,-3,7,1,13.04
RYAN.SMYTH,20122013,102.6708333,0,1.708333333,0,1.708333333,1.708333333,1.708333333,0,1,0,1,1,1,13.66666667,7.99,0,13.66666667,7.99,0,11.95833333,6.99,0,2.40875,1.4,17.59,10.25,5.99,1.708333333,1.708333333,6.833333333,0,0,20.5,22.20833333,48,1.708333333,1.708333333,0,3.416666667,0,16.75
RYAN.SMYTH,20132014,181.22,4,1,1,2,6,5,1.32,0.33,0.33,0.66,1.99,1.66,32,10.59,12.5,30,9.93,13.33,22,7.28,18.18,5.66,1.87,18.87,21,6.95,1,10,5,2,0,17,12,58.62,3,2,-1,3,1,10.52
RYAN.SPOONER,20132014,42.91,0,2,4,6,6,2,0,2.8,5.59,8.39,8.39,2.8,9,12.58,0,7,9.79,0,6,8.39,0,0.5,0.69,7.1,1,1.4,1,1,1,0,0,1,2,33.33,0,0,0,0,0,28.21
