Player,Season,PP_TOI,PP_G,PP_A1,PP_A2,PP_A,PP_P,PP_P1,PP_G60,PP_A160,PP_A260,PP_A60,PP_P60,PP_P160,PP_iCF,PP_iCF60,PP_iCSh%,PP_iFF,PP_iFF60,PP_iFSh%,PP_iSF,PP_iSF60,PP_iSh%,PP_ixG,PP_ixG60,PP_ixFSh%,PP_iSCF,PP_iSCF60,PP_iHF,PP_iHA,PP_iGVA,PP_iTKA,PP_iBLK,PP_iFOW,PP_iFOL,PP_iFO%,PP_iPENT,PP_iPEND,PP_iPENDIFF,PP_iRB,PP_iRS,PP_Avg.DIST
ALEX.BURMISTROV,20152016,90.57,0,0,1,1,1,0,0,0,0.66,0.66,0.66,0,9,5.96,0,6,3.97,0,2,1.32,0,0.32,0.21,5.36,1,0.66,4,2,2,1,0,15,21,41.67,1,0,-1,1,0,37.87
ALEX.BURROWS,20112012,163.97,3,2,2,4,7,5,1.1,0.73,0.73,1.46,2.56,1.83,38,13.9,7.89,30,10.98,10,22,8.05,13.64,4.24,1.55,14.12,16,5.85,2,8,3,1,2,1,1,50,9,0,-9,3,0,19.56
ALEX.BURROWS,20122013,223.6720833,1.708333333,1.708333333,1.708333333,3.416666667,5.125,3.416666667,0.46,0.46,0.46,0.92,1.37,0.92,61.5,16.5,2.78,52.95833333,14.21,3.23,41,11,4.17,8.35375,2.24,15.76,41,11,5.125,8.541666667,10.25,0,0,6.833333333,6.833333333,50,15.375,1.708333333,-13.66666667,3.416666667,1.708333333,14.31
ALEX.BURROWS,20132014,114.26,2,2,2,4,6,4,1.05,1.05,1.05,2.1,3.15,2.1,27,14.18,7.41,26,13.65,7.69,18,9.45,11.11,3.38,1.78,13.01,16,8.4,6,9,1,0,1,2,9,18.18,7,1,-6,2,0,16.11
ALEX.BURROWS,20142015,141.5,4,3,1,4,8,7,1.7,1.27,0.42,1.7,3.39,2.97,40,16.96,10,38,16.11,10.53,25,10.6,16,5.48,2.32,14.41,29,12.3,3,7,3,0,0,1,3,25,4,4,0,4,0,14.88
ALEX.BURROWS,20152016,149.25,1,3,1,4,5,4,0.4,1.21,0.4,1.61,2.01,1.61,29,11.66,3.45,27,10.85,3.7,20,8.04,5,2.96,1.19,10.98,14,5.63,6,4,3,0,1,2,0,100,9,3,-6,1,0,22.25
ALEX.CHIASSON,20132014,251.38,6,4,3,7,13,10,1.43,0.95,0.72,1.67,3.1,2.39,81,19.33,7.41,72,17.19,8.33,54,12.89,11.11,11.44,2.73,15.89,54,12.89,4,14,4,3,0,29,31,48.33,2,1,-1,11,2,15.51
ALEX.CHIASSON,20142015,149.24,3,2,0,2,5,5,1.21,0.8,0,0.8,2.01,2.01,31,12.46,9.68,30,12.06,10,21,8.44,14.29,4.61,1.85,15.38,19,7.64,4,11,3,0,0,0,1,0,4,1,-3,4,0,13.83
ALEX.CHIASSON,20152016,89.89,2,0,0,0,2,2,1.33,0,0,0,1.33,1.33,13,8.68,15.38,11,7.34,18.18,10,6.67,20,1.59,1.06,14.47,5,3.34,1,8,2,0,0,0,1,0,4,1,-3,0,0,13.73
ALEX.EDLER,20112012,273.8,5,6,9,15,20,11,1.1,1.31,1.97,3.29,4.38,2.41,148,32.43,3.38,98,21.48,5.1,70,15.34,7.14,4.92,1.08,5.02,11,2.41,7,13,4,5,3,0,0,0,3,2,-1,2,0,44.19
ALEX.EDLER,20122013,268.8916667,8.541666667,3.416666667,3.416666667,6.833333333,15.375,11.95833333,1.91,0.76,0.76,1.52,3.43,2.67,133.25,29.73,6.41,80.29166667,17.92,10.64,63.20833333,14.1,13.51,3.075,0.69,3.83,1.708333333,0.38,5.125,5.125,6.833333333,1.708333333,1.708333333,0,0,0,5.125,0,-5.125,0,0,48.82
ALEX.EDLER,20132014,179.63,4,4,4,8,12,8,1.34,1.34,1.34,2.67,4.01,2.67,96,32.07,4.17,54,18.04,7.41,37,12.36,10.81,3.09,1.03,5.73,8,2.67,2,6,5,1,1,1,1,50,3,0,-3,1,0,46.46
ALEX.EDLER,20142015,216.58,5,2,5,7,12,7,1.39,0.55,1.39,1.94,3.32,1.94,104,28.81,4.81,62,17.18,8.06,42,11.64,11.9,3.14,0.87,5.07,6,1.66,4,8,6,1,4,0,0,0,4,1,-3,1,1,46.98
ALEX.EDLER,20152016,152.95,1,0,2,2,3,1,0.39,0,0.78,0.78,1.18,0.39,70,27.46,1.43,40,15.69,2.5,24,9.41,4.17,1.96,0.77,4.9,4,1.57,6,2,3,0,3,0,0,0,2,0,-2,4,0,47.9
ALEXEI.EMELIN,20132014,48.75,1,1,1,2,3,2,1.23,1.23,1.23,2.46,3.69,2.46,11,13.54,9.09,7,8.62,14.29,5,6.15,20,0.25,0.31,3.59,0,0,0,0,0,1,0,0,0,0,2,0,-2,0,0,52.88
ALEXEI.PONIKAROVSKY,20112012,118.06,4,1,2,3,7,5,2.03,0.51,1.02,1.52,3.56,2.54,33,16.77,12.12,24,12.2,16.67,15,7.62,26.67,4.16,2.12,17.35,18,9.15,2,7,2,0,0,1,0,100,0,1,1,6,0,19.9
ALEX.GALCHENYUK,20122013,99.23708333,0,1.708333333,0,1.708333333,1.708333333,1.708333333,0,1.03,0,1.03,1.03,1.03,29.04166667,17.56,0,25.625,15.49,0,17.08333333,10.33,0,2.733333333,1.65,10.66,8.541666667,5.16,0,8.541666667,3.416666667,0,0,10.25,22.20833333,31.58,1.708333333,0,-1.708333333,1.708333333,3.416666667,22.24
ALEX.GALCHENYUK,20132014,137.61,2,4,1,5,7,6,0.87,1.74,0.44,2.18,3.05,2.62,36,15.7,5.56,27,11.77,7.41,22,9.59,9.09,3.83,1.67,14.19,12,5.23,2,5,5,3,0,0,0,0,1,1,0,6,1,18.41
ALEX.GALCHENYUK,20142015,181.84,3,2,4,6,9,5,0.99,0.66,1.32,1.98,2.97,1.65,57,18.81,5.26,44,14.52,6.82,31,10.23,9.68,5.15,1.7,11.71,22,7.26,0,13,1,0,0,12,12,50,3,1,-2,4,0,18.23
ALEX.GALCHENYUK,20152016,211.01,8,5,2,7,15,13,2.27,1.42,0.57,1.99,4.27,3.7,77,21.89,10.39,60,17.06,13.33,39,11.09,20.51,5.81,1.65,9.68,20,5.69,1,13,4,2,0,39,43,47.56,3,2,-1,7,4,28.74
ALEX.GOLIGOSKI,20112012,212.62,1,3,3,6,7,4,0.28,0.85,0.85,1.69,1.98,1.13,73,20.6,1.37,50,14.11,2,32,9.03,3.12,3.19,0.9,6.38,7,1.98,2,4,9,2,3,0,0,0,0,0,0,4,1,42.03
ALEX.GOLIGOSKI,20122013,237.4583333,0,10.25,6.833333333,17.08333333,17.08333333,10.25,0,2.59,1.73,4.32,4.32,2.59,61.5,15.54,0,42.70833333,10.79,0,23.91666667,6.04,0,2.237916667,0.56,5.22,3.416666667,0.86,0,8.541666667,3.416666667,0,10.25,0,0,0,0,0,0,0,1.708333333,43.42
ALEX.GOLIGOSKI,20132014,265.81,3,6,5,11,14,9,0.68,1.35,1.13,2.48,3.16,2.03,82,18.51,3.66,50,11.29,6,44,9.93,6.82,2.6,0.59,5.19,6,1.35,2,6,16,1,7,0,0,0,1,1,0,5,0,45.25
ALEX.GOLIGOSKI,20142015,177.37,0,5,3,8,8,5,0,1.69,1.01,2.71,2.71,1.69,37,12.52,0,21,7.1,0,14,4.74,0,1.16,0.39,5.53,2,0.68,1,3,10,3,1,0,0,0,1,0,-1,1,0,44.18
ALEX.GOLIGOSKI,20152016,168.94,1,2,1,3,4,3,0.36,0.71,0.36,1.07,1.42,1.07,37,13.14,2.7,20,7.1,5,15,5.33,6.67,0.93,0.33,4.63,1,0.36,2,3,4,0,1,0,0,0,0,0,0,0,0,47.81
ALEX.KILLORN,20122013,129.81625,1.708333333,0,3.416666667,3.416666667,5.125,1.708333333,0.79,0,1.58,1.58,2.37,0.79,20.5,9.47,8.33,18.79166667,8.69,9.09,15.375,7.11,11.11,1.862083333,0.86,9.87,8.541666667,3.95,5.125,11.95833333,11.95833333,1.708333333,0,0,1.708333333,0,1.708333333,1.708333333,0,0,1.708333333,16.54
ALEX.KILLORN,20132014,168.04,2,2,3,5,7,4,0.71,0.71,1.07,1.79,2.5,1.43,38,13.57,5.26,30,10.71,6.67,23,8.21,8.7,2.88,1.03,9.61,15,5.36,2,3,6,2,1,16,14,53.33,4,1,-3,0,0,21.59
ALEX.KILLORN,20142015,149.38,1,1,1,2,3,2,0.4,0.4,0.4,0.8,1.2,0.8,30,12.05,3.33,23,9.24,4.35,14,5.62,7.14,2.71,1.09,11.76,10,4.02,3,12,5,1,0,1,1,50,2,1,-1,2,1,20.31
ALEX.KILLORN,20152016,195.24,3,1,2,3,6,4,0.92,0.31,0.61,0.92,1.84,1.23,48,14.75,6.25,45,13.83,6.67,36,11.06,8.33,5.67,1.74,12.6,24,7.38,5,12,11,2,0,6,4,60,6,2,-4,5,0,20.52
ALEX.KOVALEV,20122013,64.33583333,1.708333333,0,0,0,1.708333333,1.708333333,1.59,0,0,0,1.59,1.59,10.25,9.56,16.67,6.833333333,6.37,25,5.125,4.78,33.33,0.529583333,0.49,7.69,1.708333333,1.59,0,1.708333333,1.708333333,0,0,0,0,0,1.708333333,0,-1.708333333,0,0,35.63
ALEX.OVECHKIN,20112012,265.88,13,4,5,9,22,17,2.93,0.9,1.13,2.03,4.96,3.84,142,32.04,9.15,102,23.02,12.75,76,17.15,17.11,7.33,1.65,7.18,25,5.64,11,14,6,4,2,1,0,100,2,2,0,5,7,39.02
ALEX.OVECHKIN,20122013,349.8154167,27.33333333,5.125,13.66666667,18.79166667,46.125,32.45833333,4.69,0.88,2.34,3.22,7.91,5.57,239.1666667,41.02,11.43,182.7916667,31.35,14.95,121.2916667,20.8,22.54,13.6325,2.34,7.46,58.08333333,9.96,8.541666667,11.95833333,5.125,15.375,0,0,0,0,5.125,3.416666667,-1.708333333,3.416666667,5.125,33.62
ALEX.OVECHKIN,20132014,362.29,22,7,8,15,37,29,3.64,1.16,1.32,2.48,6.13,4.8,242,40.08,9.09,187,30.97,11.76,130,21.53,16.92,13.18,2.18,7.05,39,6.46,13,16,15,4,0,0,0,0,6,1,-5,4,4,37.76
ALEX.OVECHKIN,20142015,289.49,24,5,1,6,30,29,4.97,1.04,0.21,1.24,6.22,6.01,248,51.4,9.68,193,40,12.44,126,26.11,19.05,14.51,3.01,7.52,44,9.12,6,7,4,3,0,0,0,0,6,1,-5,9,5,35.49
ALEX.OVECHKIN,20152016,319.66,18,3,1,4,22,21,3.38,0.56,0.19,0.75,4.13,3.94,250,46.92,7.2,195,36.6,9.23,128,24.03,14.06,14.98,2.81,7.68,43,8.07,5,5,12,5,0,0,0,0,6,0,-6,10,6,35.78
ALEX.PIETRANGELO,20112012,229.26,5,9,7,16,21,14,1.31,2.36,1.83,4.19,5.5,3.66,108,28.26,4.63,74,19.37,6.76,45,11.78,11.11,4.66,1.22,6.3,12,3.14,3,6,5,0,2,0,0,0,3,0,-3,2,0,41.82
ALEX.PIETRANGELO,20122013,227.0716667,3.416666667,5.125,1.708333333,6.833333333,10.25,8.541666667,0.9,1.35,0.45,1.81,2.71,2.26,93.95833333,24.83,3.64,59.79166667,15.8,5.71,35.875,9.48,9.52,3.33125,0.88,5.58,3.416666667,0.9,1.708333333,5.125,6.833333333,1.708333333,0,0,0,0,0,0,0,5.125,1.708333333,37.55
ALEX.PIETRANGELO,20132014,227.55,2,7,7,14,16,9,0.53,1.85,1.85,3.69,4.22,2.37,76,20.04,2.63,46,12.13,4.35,33,8.7,6.06,2.53,0.67,5.5,5,1.32,0,6,2,1,6,0,0,0,1,0,-1,1,1,45.54
ALEX.PIETRANGELO,20142015,208.05,1,6,4,10,11,7,0.29,1.73,1.15,2.88,3.17,2.02,64,18.46,1.56,55,15.86,1.82,41,11.82,2.44,3.5,1.01,6.37,9,2.6,0,6,3,3,2,0,0,0,0,0,0,2,4,43.47
ALEX.PIETRANGELO,20152016,180.02,1,2,2,4,5,3,0.33,0.67,0.67,1.33,1.67,1,39,13,2.56,31,10.33,3.23,24,8,4.17,1.64,0.55,5.31,6,2,0,13,6,4,3,0,0,0,2,0,-2,0,2,41.5
ALEX.SEMIN,20112012,190.63,2,6,2,8,10,8,0.63,1.89,0.63,2.52,3.15,2.52,56,17.63,3.57,40,12.59,5,21,6.61,9.52,3.47,1.09,8.67,17,5.35,4,6,3,1,0,0,0,0,4,0,-4,1,1,30.53
ALEX.SEMIN,20122013,253.6704167,6.833333333,3.416666667,3.416666667,6.833333333,13.66666667,10.25,1.62,0.81,0.81,1.62,3.23,2.42,100.7916667,23.84,6.78,73.45833333,17.37,9.3,52.95833333,12.53,12.9,5.620416667,1.33,7.65,17.08333333,4.04,3.416666667,8.541666667,8.541666667,3.416666667,1.708333333,0,5.125,0,1.708333333,0,-1.708333333,5.125,1.708333333,36.46
ALEX.SEMIN,20132014,208.3,4,1,2,3,7,5,1.15,0.29,0.58,0.86,2.02,1.44,96,27.65,4.17,57,16.42,7.02,42,12.1,9.52,4.68,1.35,8.21,15,4.32,1,6,9,2,0,0,1,0,1,2,1,4,5,32
ALEX.SEMIN,20142015,88.24,0,1,3,4,4,1,0,0.68,2.04,2.72,2.72,0.68,22,14.96,0,14,9.52,0,10,6.8,0,1.5,1.02,10.7,4,2.72,2,7,3,0,0,1,0,100,2,1,-1,1,2,29.73
ALEX.STEEN,20112012,104.96,2,0,2,2,4,2,1.14,0,1.14,1.14,2.29,1.14,50,28.58,4,26,14.86,7.69,15,8.57,13.33,2.11,1.21,8.12,5,2.86,2,5,4,2,0,1,0,100,3,1,-2,2,1,40.71
ALEX.STEEN,20122013,175.9583333,5.125,5.125,5.125,10.25,15.375,10.25,1.75,1.75,1.75,3.5,5.24,3.5,111.0416667,37.86,4.62,83.70833333,28.54,6.12,54.66666667,18.64,9.38,5.74,1.96,6.86,13.66666667,4.66,3.416666667,1.708333333,5.125,1.708333333,5.125,5.125,11.95833333,30,1.708333333,0,-1.708333333,3.416666667,3.416666667,44.94
ALEX.STEEN,20132014,223.86,6,5,3,8,14,11,1.61,1.34,0.8,2.14,3.75,2.95,124,33.24,4.84,74,19.83,8.11,54,14.47,11.11,4.03,1.08,5.45,10,2.68,2,6,5,1,1,14,20,41.18,1,0,-1,1,2,46.33
ALEX.STEEN,20142015,238.33,6,12,4,16,22,18,1.51,3.02,1.01,4.03,5.54,4.53,120,30.21,5,75,18.88,8,55,13.85,10.91,4.98,1.25,6.64,14,3.52,0,5,7,2,4,4,1,80,1,0,-1,4,2,43.06
ALEX.STEEN,20152016,194.65,2,12,6,18,20,14,0.62,3.7,1.85,5.55,6.16,4.32,69,21.27,2.9,49,15.1,4.08,33,10.17,6.06,3.28,1.01,6.68,8,2.47,4,6,3,1,2,2,3,40,4,0,-4,2,1,41.31
ALEX.TANGUAY,20112012,199.46,1,8,5,13,14,9,0.3,2.41,1.5,3.91,4.21,2.71,40,12.03,2.5,31,9.33,3.23,23,6.92,4.35,3.03,0.91,9.77,13,3.91,1,2,7,3,2,1,0,100,5,0,-5,1,2,27.89
ALEX.TANGUAY,20122013,200.13125,3.416666667,6.833333333,3.416666667,10.25,13.66666667,10.25,1.02,2.05,1.02,3.07,4.1,3.07,22.20833333,6.66,15.38,17.08333333,5.12,20,11.95833333,3.59,28.57,1.5375,0.46,8.96,5.125,1.54,1.708333333,6.833333333,17.08333333,0,5.125,10.25,29.04166667,26.09,1.708333333,0,-1.708333333,1.708333333,0,25.41
ALEX.TANGUAY,20132014,42.28,0,0,2,2,2,0,0,0,2.84,2.84,2.84,0,10,14.19,0,5,7.1,0,3,4.26,0,0.45,0.64,8.99,2,2.84,0,1,2,2,2,0,0,0,0,0,0,0,0,36.61
ALEX.TANGUAY,20142015,187.7,2,6,4,10,12,8,0.64,1.92,1.28,3.2,3.84,2.56,35,11.19,5.71,26,8.31,7.69,20,6.39,10,2.19,0.7,8.41,9,2.88,5,1,1,0,1,1,0,100,4,1,-3,2,0,35.44
ALEX.TANGUAY,20152016,153.02,0,3,5,8,8,3,0,1.18,1.96,3.14,3.14,1.18,21,8.23,0,15,5.88,0,13,5.1,0,1.46,0.57,9.74,6,2.35,1,2,5,1,0,1,0,100,1,0,-1,2,0,27.37
ALEX.WENNBERG,20142015,101.85,1,2,1,3,4,3,0.59,1.18,0.59,1.77,2.36,1.77,15,8.84,6.67,10,5.89,10,6,3.53,16.67,1.29,0.76,12.86,7,4.12,1,4,2,0,0,16,18,47.06,1,0,-1,0,0,20.9
ALEX.WENNBERG,20152016,137.01,1,7,2,9,10,8,0.44,3.07,0.88,3.94,4.38,3.5,37,16.2,2.7,31,13.58,3.23,25,10.95,4,3.59,1.57,11.59,10,4.38,0,7,2,1,2,34,45,43.04,0,1,1,4,1,29.6
ANDERS.LEE,20132014,55.08,2,0,0,0,2,2,2.18,0,0,0,2.18,2.18,19,20.7,10.53,18,19.61,11.11,14,15.25,14.29,2.21,2.4,12.25,11,11.98,4,2,2,0,0,0,0,0,0,0,0,0,0,17.6
ANDERS.LEE,20142015,164.68,5,1,0,1,6,6,1.82,0.36,0,0.36,2.19,2.19,48,17.49,10.42,44,16.03,11.36,32,11.66,15.62,7.16,2.61,16.27,34,12.39,7,15,6,1,0,0,0,0,1,0,-1,6,4,14.45
ANDERS.LEE,20152016,190.08,7,3,2,5,12,10,2.21,0.95,0.63,1.58,3.79,3.16,54,17.05,12.96,49,15.47,14.29,40,12.63,17.5,7.63,2.41,15.58,37,11.68,9,7,2,0,0,0,0,0,6,0,-6,3,0,14.85
ANDRE.BENOIT,20122013,97.2725,1.708333333,0,1.708333333,1.708333333,3.416666667,1.708333333,1.05,0,1.05,1.05,2.11,1.05,30.75,18.97,5.56,20.5,12.64,8.33,18.79166667,11.59,9.09,1.3325,0.82,6.5,3.416666667,2.11,3.416666667,0,1.708333333,1.708333333,3.416666667,0,0,0,0,0,0,0,0,41.03
ANDRE.BENOIT,20132014,195.59,1,3,2,5,6,4,0.31,0.92,0.61,1.53,1.84,1.23,51,15.64,1.96,40,12.27,2.5,33,10.12,3.03,2.52,0.77,6.29,7,2.15,1,3,1,1,4,0,0,0,2,1,-1,1,3,43.13
ANDRE.BENOIT,20142015,79.15,0,1,0,1,1,1,0,0.76,0,0.76,0.76,0.76,14,10.61,0,10,7.58,0,6,4.55,0,0.44,0.33,4.36,1,0.76,2,0,2,1,0,0,0,0,0,0,0,0,0,39.53
ANDRE.BURAKOVSKY,20142015,67.54,2,0,1,1,3,2,1.78,0,0.89,0.89,2.67,1.78,10,8.88,20,8,7.11,25,5,4.44,40,0.5,0.45,6.28,2,1.78,0,8,1,3,0,1,1,50,1,0,-1,0,0,29.25
ANDRE.BURAKOVSKY,20152016,72.34,0,2,3,5,5,2,0,1.66,2.49,4.15,4.15,1.66,12,9.95,0,12,9.95,0,9,7.46,0,1.21,1,10.09,5,4.15,0,2,4,0,0,4,7,36.36,1,0,-1,0,0,26.13
ANDREI.KOSTITSYN,20112012,133.98,4,1,0,1,5,5,1.79,0.45,0,0.45,2.24,2.24,23,10.3,17.39,18,8.06,22.22,10,4.48,40,2.42,1.09,13.46,12,5.37,6,8,0,3,0,0,2,0,1,1,0,2,0,22.98
ANDREI.LOKTIONOV,20112012,32.89,1,0,0,0,1,1,1.82,0,0,0,1.82,1.82,5,9.12,20,3,5.47,33.33,2,3.65,50,0.26,0.48,8.71,1,1.82,0,3,0,0,0,3,5,37.5,0,0,0,0,0,21.63
ANDREI.LOKTIONOV,20122013,79.30083333,1.708333333,1.708333333,1.708333333,3.416666667,5.125,3.416666667,1.29,1.29,1.29,2.59,3.88,2.59,18.79166667,14.22,9.09,15.375,11.63,11.11,10.25,7.76,16.67,1.042083333,0.78,6.74,1.708333333,1.29,0,3.416666667,3.416666667,0,0,10.25,6.833333333,60,0,0,0,0,0,26.35
ANDREI.LOKTIONOV,20132014,77.41,2,3,1,4,6,5,1.55,2.33,0.78,3.1,4.65,3.88,18,13.95,11.11,15,11.63,13.33,10,7.75,20,1.82,1.41,12.12,6,4.65,0,2,2,1,0,14,16,46.67,1,1,0,2,0,26.21
ANDREI.MARKOV,20112012,44.6,0,0,1,1,1,0,0,0,1.35,1.35,1.35,0,14,18.83,0,7,9.42,0,7,9.42,0,0.38,0.52,5.49,2,2.69,1,0,1,1,2,0,0,0,1,0,-1,0,0,43.32
ANDREI.MARKOV,20122013,359.7408333,6.833333333,15.375,5.125,20.5,27.33333333,22.20833333,1.14,2.56,0.85,3.42,4.56,3.7,97.375,16.24,7.02,64.91666667,10.83,10.53,47.83333333,7.98,14.29,4.04875,0.67,6.23,8.541666667,1.42,1.708333333,3.416666667,10.25,3.416666667,1.708333333,0,0,0,3.416666667,1.708333333,-1.708333333,5.125,0,43.95
ANDREI.MARKOV,20132014,341.33,2,7,9,16,18,9,0.35,1.23,1.58,2.81,3.16,1.58,100,17.58,2,67,11.78,2.99,43,7.56,4.65,4.05,0.71,6.05,10,1.76,2,4,4,6,9,0,0,0,0,0,0,5,1,44.05
ANDREI.MARKOV,20142015,253.21,4,11,7,18,22,15,0.95,2.61,1.66,4.27,5.21,3.55,63,14.93,6.35,43,10.19,9.3,31,7.35,12.9,3.07,0.73,7.15,7,1.66,2,3,3,7,7,0,0,0,3,0,-3,2,3,43.02
ANDREI.MARKOV,20152016,272.32,4,5,8,13,17,9,0.88,1.1,1.76,2.86,3.75,1.98,58,12.78,6.9,44,9.69,9.09,32,7.05,12.5,2.83,0.62,6.42,5,1.1,1,4,6,4,5,0,0,0,1,0,-1,3,3,42.84
ANDREJ.MESZAROS,20112012,97.22,2,1,0,1,3,3,1.23,0.62,0,0.62,1.85,1.85,35,21.6,5.71,25,15.43,8,19,11.73,10.53,1.67,1.03,6.68,7,4.32,1,2,0,2,2,0,0,0,1,1,0,2,0,41.23
ANDREJ.MESZAROS,20132014,62.45,1,0,1,1,2,1,0.96,0,0.96,0.96,1.92,0.96,18,17.29,5.56,10,9.61,10,9,8.65,11.11,0.55,0.53,5.47,1,0.96,1,1,1,0,2,0,0,0,1,0,-1,0,0,47.3
ANDREJ.MESZAROS,20142015,94.22,1,0,0,0,1,1,0.64,0,0,0,0.64,0.64,33,21.01,3.03,26,16.56,3.85,17,10.83,5.88,1.21,0.77,4.64,2,1.27,1,2,2,0,2,0,0,0,1,0,-1,0,0,49.33
ANDREJ.NESTRASIL,20142015,76.36,2,0,2,2,4,2,1.57,0,1.57,1.57,3.14,1.57,18,14.14,11.11,16,12.57,12.5,10,7.86,20,1.58,1.24,9.9,6,4.71,1,6,1,1,0,2,0,100,0,1,1,1,0,24.72
ANDREJ.NESTRASIL,20152016,82.11,2,0,0,0,2,2,1.46,0,0,0,1.46,1.46,21,15.35,9.52,18,13.15,11.11,12,8.77,16.67,2.06,1.5,11.44,6,4.38,0,2,1,0,0,1,3,25,1,1,0,1,0,24.36
ANDREJ.SEKERA,20112012,74.25,1,0,0,0,1,1,0.81,0,0,0,0.81,0.81,20,16.16,5,14,11.31,7.14,12,9.7,8.33,0.5,0.4,3.57,1,0.81,2,1,3,0,1,0,0,0,1,0,-1,0,0,50.65
ANDREJ.SEKERA,20122013,81.23125,0,0,0,0,0,0,0,0,0,0,0,0,30.75,22.71,0,15.375,11.36,0,8.541666667,6.31,0,0.546666667,0.41,3.59,0,0,0,1.708333333,0,0,0,0,0,0,0,0,0,0,1.708333333,52.42
ANDREJ.SEKERA,20132014,197.81,4,7,2,9,13,11,1.21,2.12,0.61,2.73,3.94,3.34,72,21.84,5.56,46,13.95,8.7,38,11.53,10.53,1.94,0.59,4.21,1,0.3,1,7,2,4,0,0,0,0,0,0,0,3,0,50.37
ANDREJ.SEKERA,20142015,140.41,1,2,3,5,6,3,0.43,0.85,1.28,2.14,2.56,1.28,44,18.8,2.27,24,10.26,4.17,17,7.26,5.88,1.18,0.51,4.93,3,1.28,2,7,7,1,2,0,0,0,0,0,0,2,1,50.21
ANDREJ.SEKERA,20152016,192.6,2,7,4,11,13,9,0.62,2.18,1.25,3.43,4.05,2.8,108,33.64,1.85,63,19.63,3.17,44,13.71,4.55,2.64,0.82,4.18,3,0.93,3,0,3,3,2,0,0,0,0,0,0,2,3,51.58
ANDREW.BRUNETTE,20112012,181.03,4,1,2,3,7,5,1.33,0.33,0.66,0.99,2.32,1.66,24,7.95,16.67,23,7.62,17.39,15,4.97,26.67,3.48,1.15,15.14,16,5.3,2,10,3,2,2,1,2,33.33,0,1,1,3,0,12.59
ANDREW.COGLIANO,20112012,61.35,2,1,0,1,3,3,1.96,0.98,0,0.98,2.93,2.93,7,6.85,28.57,6,5.87,33.33,5,4.89,40,0.76,0.74,12.6,5,4.89,2,1,3,1,0,6,8,42.86,1,0,-1,0,0,18.86
ANDREW.COGLIANO,20132014,33.94,0,0,0,0,0,0,0,0,0,0,0,0,4,7.07,0,3,5.3,0,2,3.54,0,0.38,0.67,12.6,1,1.77,0,0,0,0,0,0,0,0,2,0,-2,0,0,18.3
ANDREW.FERENCE,20112012,57.65,0,1,1,2,2,1,0,1.04,1.04,2.08,2.08,1.04,19,19.77,0,14,14.57,0,10,10.41,0,1,1.04,7.16,3,3.12,0,1,1,0,0,0,0,0,2,0,-2,2,0,40.56
ANDREW.FERENCE,20132014,36.25,0,0,2,2,2,0,0,0,3.31,3.31,3.31,0,5,8.28,0,2,3.31,0,1,1.66,0,0.05,0.07,2.25,0,0,0,1,0,0,0,0,0,0,5,0,-5,0,0,58.18
ANDREW.LADD,20112012,202.27,4,3,3,6,10,7,1.19,0.89,0.89,1.78,2.97,2.08,56,16.61,7.14,50,14.83,8,33,9.79,12.12,7.36,2.18,14.71,38,11.27,7,7,10,1,0,4,4,50,0,1,1,3,0,18.81
ANDREW.LADD,20122013,204.5558333,5.125,0,3.416666667,3.416666667,8.541666667,5.125,1.5,0,1,1,2.51,1.5,44.41666667,13.03,11.54,39.29166667,11.52,13.04,30.75,9.02,16.67,5.261666667,1.54,13.38,18.79166667,5.51,8.541666667,6.833333333,3.416666667,0,0,10.25,3.416666667,75,3.416666667,1.708333333,-1.708333333,6.833333333,0,24.14
ANDREW.LADD,20132014,208.17,4,4,3,7,11,8,1.15,1.15,0.86,2.02,3.17,2.31,48,13.83,8.33,40,11.53,10,27,7.78,14.81,4.51,1.3,11.28,18,5.19,6,12,6,1,0,4,6,40,4,3,-1,2,1,24.95
ANDREW.LADD,20142015,233.85,9,4,6,10,19,13,2.31,1.03,1.54,2.57,4.87,3.34,80,20.53,11.25,67,17.19,13.43,46,11.8,19.57,9.57,2.46,14.29,46,11.8,8,4,4,1,1,1,0,100,4,2,-2,9,3,21.29
ANDREW.LADD,20152016,211.6,9,2,2,4,13,11,2.55,0.57,0.57,1.13,3.69,3.12,63,17.86,14.29,48,13.61,18.75,32,9.07,28.12,8.11,2.3,16.91,31,8.79,7,12,4,2,0,0,1,0,4,1,-3,6,1,20.54
ANDREW.MACDONALD,20112012,117.41,1,0,1,1,2,1,0.51,0,0.51,0.51,1.02,0.51,41,20.95,2.44,18,9.2,5.56,10,5.11,10,1.27,0.65,7.03,3,1.53,0,5,2,3,4,0,0,0,3,0,-3,0,0,43.22
ANDREW.MACDONALD,20122013,140.2370833,1.708333333,1.708333333,1.708333333,3.416666667,5.125,3.416666667,0.73,0.73,0.73,1.46,2.19,1.46,27.33333333,11.69,6.25,18.79166667,8.04,9.09,15.375,6.58,11.11,1.17875,0.5,6.23,1.708333333,0.73,1.708333333,3.416666667,1.708333333,0,3.416666667,0,0,0,0,0,0,0,0,42.21
ANDREW.MACDONALD,20132014,235.64,2,2,3,5,7,4,0.51,0.51,0.76,1.27,1.78,1.02,84,21.39,2.38,52,13.24,3.85,29,7.38,6.9,2.76,0.7,5.3,2,0.51,2,8,4,4,5,0,0,0,2,0,-2,0,1,49.77
